code,name,cohort,disposition,_diagnosticBucket,staticSyncStatus,regionId,bondType,issueDate,remainingYears,issueAmountYi,yieldPct,maturityDate,termYears,yieldDate,reason
2005199.IB,20河北债13,before_20250808,incomplete,missing_required_static,pending,hebei,,2020-03-03,,,,,,,已取得地方政府债名单，基本信息等待同步
2005200.IB,20河北债14,before_20250808,incomplete,missing_required_static,pending,hebei,,2020-03-03,,,,,,,已取得地方政府债名单，基本信息等待同步
2005201.IB,20厦门债05,before_20250808,incomplete,missing_required_static,pending,xiamen,,2020-03-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2005202.IB,20厦门债06,before_20250808,incomplete,missing_required_static,pending,xiamen,,2020-03-18,,,,,,,已取得地方政府债名单，基本信息等待同步
2005203.IB,20宁夏债01,before_20250808,incomplete,missing_required_static,pending,ningxia,,2020-03-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2005204.IB,20兵团债01,before_20250808,incomplete,missing_required_static,pending,xpcc,,2020-03-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2005205.IB,20兵团债02,before_20250808,incomplete,missing_required_static,pending,xpcc,,2020-03-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2005206.IB,20甘肃债06,before_20250808,incomplete,missing_required_static,pending,gansu,,2020-03-09,,,,,,,已取得地方政府债名单，基本信息等待同步
2005207.IB,20宁波债01,before_20250808,incomplete,missing_required_static,pending,ningbo,,2020-03-16,,,,,,,已取得地方政府债名单，基本信息等待同步
2005208.IB,20宁波债02,before_20250808,incomplete,missing_required_static,pending,ningbo,,2020-03-16,,,,,,,已取得地方政府债名单，基本信息等待同步
2005209.IB,20宁波债03,before_20250808,incomplete,missing_required_static,pending,ningbo,,2020-03-16,,,,,,,已取得地方政府债名单，基本信息等待同步
2005210.IB,20宁波债04,before_20250808,incomplete,missing_required_static,pending,ningbo,,2020-03-16,,,,,,,已取得地方政府债名单，基本信息等待同步
2005211.IB,20宁波债05,before_20250808,incomplete,missing_required_static,pending,ningbo,,2020-03-16,,,,,,,已取得地方政府债名单，基本信息等待同步
2005212.IB,20湖北债12,before_20250808,incomplete,missing_required_static,pending,hubei,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005213.IB,20湖北债13,before_20250808,incomplete,missing_required_static,pending,hubei,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005214.IB,20湖北债14,before_20250808,incomplete,missing_required_static,pending,hubei,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005215.IB,20湖北债15,before_20250808,incomplete,missing_required_static,pending,hubei,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005216.IB,20湖北债16,before_20250808,incomplete,missing_required_static,pending,hubei,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005217.IB,20新疆债08,before_20250808,incomplete,missing_required_static,pending,xinjiang,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005218.IB,20新疆债09,before_20250808,incomplete,missing_required_static,pending,xinjiang,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005219.IB,20新疆债10,before_20250808,incomplete,missing_required_static,pending,xinjiang,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005220.IB,20新疆债11,before_20250808,incomplete,missing_required_static,pending,xinjiang,,2020-03-19,,,,,,,已取得地方政府债名单，基本信息等待同步
2005221.IB,20黑龙江债06,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005222.IB,20黑龙江债07,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005223.IB,20黑龙江债08,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005224.IB,20黑龙江债09,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005225.IB,20黑龙江债10,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005226.IB,20黑龙江债11,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005227.IB,20黑龙江债12,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005228.IB,20黑龙江债13,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005229.IB,20大连债01,before_20250808,incomplete,missing_required_static,pending,dalian,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005230.IB,20河南债13,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005231.IB,20河南债14,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005232.IB,20河南债15,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005233.IB,20河南债16,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005234.IB,20河南债17,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005235.IB,20河南债18,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005236.IB,20河南债19,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005237.IB,20河南债20,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005238.IB,20安徽债07,before_20250808,incomplete,missing_required_static,pending,anhui,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2005239.IB,20安徽债08,before_20250808,incomplete,missing_required_static,pending,anhui,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2005240.IB,20安徽债09,before_20250808,incomplete,missing_required_static,pending,anhui,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2005241.IB,20安徽债10,before_20250808,incomplete,missing_required_static,pending,anhui,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2005242.IB,20安徽债11,before_20250808,incomplete,missing_required_static,pending,anhui,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2005243.IB,20安徽债12,before_20250808,incomplete,missing_required_static,pending,anhui,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2005244.IB,20贵州债10,before_20250808,incomplete,missing_required_static,pending,guizhou,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005245.IB,20贵州债11,before_20250808,incomplete,missing_required_static,pending,guizhou,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005246.IB,20贵州债12,before_20250808,incomplete,missing_required_static,pending,guizhou,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005247.IB,20贵州债13,before_20250808,incomplete,missing_required_static,pending,guizhou,,2020-03-17,,,,,,,已取得地方政府债名单，基本信息等待同步
2005248.IB,20辽宁债09,before_20250808,incomplete,missing_required_static,pending,liaoning,,2020-03-23,,,,,,,已取得地方政府债名单，基本信息等待同步
2005249.IB,20陕西债12,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005250.IB,20陕西债13,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005251.IB,20陕西债14,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005252.IB,20陕西债15,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005253.IB,20陕西债16,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005254.IB,20陕西债17,before_20250808,incomplete,missing_required_static,pending,shaanxi,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005255.IB,20海南债07,before_20250808,incomplete,missing_required_static,pending,hainan,,2020-03-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2005256.IB,20海南债08,before_20250808,incomplete,missing_required_static,pending,hainan,,2020-03-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2005257.IB,20吉林债05,before_20250808,incomplete,missing_required_static,pending,jilin,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005258.IB,20吉林债06,before_20250808,incomplete,missing_required_static,pending,jilin,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005259.IB,20河南债21,before_20250808,incomplete,missing_required_static,pending,henan,,2020-03-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2005260.IB,20浙江债12,before_20250808,incomplete,missing_required_static,pending,zhejiang,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2005261.IB,20吉林债07,before_20250808,incomplete,missing_required_static,pending,jilin,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005262.IB,20山东债21,before_20250808,incomplete,missing_required_static,pending,shandong,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005263.IB,20四川债65,before_20250808,incomplete,missing_required_static,pending,sichuan,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005264.IB,20四川债66,before_20250808,incomplete,missing_required_static,pending,sichuan,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005265.IB,20四川债67,before_20250808,incomplete,missing_required_static,pending,sichuan,,2020-03-24,,,,,,,已取得地方政府债名单，基本信息等待同步
2005266.IB,20云南债14,before_20250808,incomplete,missing_required_static,pending,yunnan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005267.IB,20云南债15,before_20250808,incomplete,missing_required_static,pending,yunnan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005268.IB,20湖南债20,before_20250808,incomplete,missing_required_static,pending,hunan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005269.IB,20湖南债21,before_20250808,incomplete,missing_required_static,pending,hunan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005270.IB,20湖南债22,before_20250808,incomplete,missing_required_static,pending,hunan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005271.IB,20湖南债23,before_20250808,incomplete,missing_required_static,pending,hunan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005272.IB,20湖南债24,before_20250808,incomplete,missing_required_static,pending,hunan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005273.IB,20湖南债25,before_20250808,incomplete,missing_required_static,pending,hunan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005274.IB,20湖南债26,before_20250808,incomplete,missing_required_static,pending,hunan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005275.IB,20湖南债27,before_20250808,incomplete,missing_required_static,pending,hunan,,2020-03-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2005276.IB,20河北债15,before_20250808,incomplete,missing_required_static,pending,hebei,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2005277.IB,20河北债16,before_20250808,incomplete,missing_required_static,pending,hebei,,2020-03-31,,,,,,,已取得地方政府债名单，基本信息等待同步
