债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
26泉州交通MTN003,100.02,1.785,-0.45,1.785,
25滨州财金MTN002,102.18,1.9071,-1.22,1.9071,
25三峡文旅MTN002,101.07,2.4734,,2.4734,
24青岛军民MTN003A,100.69,2.2571,-0.03,2.2571,
26江苏银行CD096,98.55,1.4824,0.24,1.4824,
26紫金矿业MTN003(并购),99.98,1.6629,0.29,1.6629,
23江西债28,109.11,1.4995,2.43,1.4995,
26中行永续债01BC,100.5,,,,
24威海城投MTN001A,100.63,2.677,0.9,2.677,
26昆明交投SCP001,100.03,1.9798,1.0,1.9798,
26中远海发MTN003(转型),99.96,2.0941,1.41,2.0941,
23广州银行绿色债02,100.24,1.4001,-2.99,1.4001,
26江苏银行债02,99.95,1.5875,1.0,1.5875,
20国开20,124.18,1.9025,0.25,1.9025,
21广东债92,104.22,1.175,,1.175,
26平安租赁CP003,99.94,1.57,-0.92,1.57,
26邢台路桥PPN001,102.51,2.29,-6.93,2.29,
26中远海运SCP004,100.0,1.3599,,1.3599,
24江西债26,110.08,2.155,,2.155,
23江西债66,117.21,2.155,,2.155,
23河钢集MTN013,100.06,1.5683,1.74,1.5683,
23沪国资MTN002,100.13,1.4802,-0.94,1.4802,
19福建03,105.18,1.2745,18.64,1.2745,
26广汽集MTN002(科创债),100.29,1.76,1.0,1.76,
25万华化学MTN004(科创债),100.46,1.6,-2.0,1.6,
25徐工集团MTN004(科创债),100.13,1.59,-2.0,1.59,
26核风电GN008,100.0,1.3999,,1.3999,
26山东港口MTN002,100.22,1.67,-1.0,1.67,
24中铁一局ABN001优先(科创票据),100.6,,,,
26农业银行CD174,98.9,1.48,1.0,1.48,
26广州地铁SCP002,100.0,1.5188,1.86,1.5188,
25粤科金融MTN001(科创债),100.5,1.64,,1.64,
25深投控MTN001A(科创债),100.37,1.57,-1.0,1.57,
24深燃气MTN001(科创票据),100.55,1.54,,1.54,
26中信银行CD082,98.89,1.4399,-0.01,1.4399,
26海曙广聚MTN003,100.5,1.82,-3.0,1.82,
26山东债78,101.45,2.273,1.0,2.273,
25四川债68,103.34,2.273,-0.2,2.273,
26山东债67,102.96,2.2725,-0.25,2.2725,
26安徽债64,103.17,2.273,1.0,2.273,
23绍兴高新MTN001,100.06,1.539,1.85,1.539,
24苏州高新MTN007B,101.41,1.7,,1.7,
25交通银行CD229,98.38,1.4397,1.26,1.4397,
26河北债04,102.01,1.7574,0.05,1.7574,
24蜀道投资MTN017,100.8,1.545,-1.0,1.545,
25国信证券CP016,100.0,1.4625,1.07,1.4625,
25绍兴柯桥MTN001,102.91,2.1311,-1.07,2.1311,
26广发银行CD014,98.45,1.4601,1.0,1.4601,
21湖北债03,109.12,1.399,6.53,1.399,
25南康城发PPN001,103.58,2.06,-22.13,2.06,
19浙江债02,104.96,1.265,,1.265,
26宝钢MTN004(科创债),99.96,1.5148,1.0,1.5148,
26中信银行CD262,98.91,1.4699,,1.4699,
24钦州开投MTN001B,85.92,,,,
26上海农商银行CD002,99.24,1.3779,-0.4,1.3779,
26湖北宏泰MTN001,100.8,1.7,,1.7,
20国开15,108.61,1.5165,0.4,1.5165,
23江苏债03,124.86,2.143,1.0,2.143,
22上海28,104.22,1.3175,-0.42,1.3175,
26淮安开发SCP002,100.01,1.5398,,1.5398,
26中信银行CD074,98.52,1.4624,0.23,1.4624,
26中国银行CD058,98.54,1.485,0.5,1.485,
26浙江泰隆商行CD003,98.52,1.48,-1.51,1.48,
22鲁能源MTN005,101.97,1.54,1.0,1.54,
26河南债47,102.8,2.28,0.5,2.28,
26宁波21,102.67,2.276,,2.276,
25河南债65,101.95,2.278,0.65,2.278,
24皖能股MTN001,102.0,1.675,-1.0,1.675,
24中联投资MTN003A,100.78,1.59,-1.0,1.59,
23中交城投MTN001(可持续挂钩),100.24,1.5192,1.82,1.5192,
24中石化MTN003,100.06,1.4701,1.0,1.4701,
25农发清发32,100.31,1.4125,-0.25,1.4146,
26济南能源MTN002A,99.91,1.82,-1.0,1.82,
20铁道07,108.45,1.544,,1.544,
25鄂联投MTN004A,100.64,1.67,1.0,1.67,
23太原国投MTN001,100.22,3.337,,3.337,
23重庆农商行债01,100.03,1.3495,2.93,1.3495,
21进出10,108.5,1.545,1.0,1.545,
26淮安投资SCP002,100.0,1.5298,,1.5298,
25恒丰银行债02,100.45,1.547,-0.3,1.547,
26中石化MTN002(科创债),100.45,1.7012,0.12,1.7012,
25工商银行CD263,98.36,1.3805,0.98,1.3805,
25苏州高新MTN002,101.07,,,,
26湖州城投MTN008,100.05,1.83,1.0,1.83,
26工商银行CD101,98.91,1.4601,0.47,1.4601,
22杭州银行二级资本债01,101.69,2.8414,0.15,2.8414,
26宁波银行CD244,99.27,1.465,,1.465,
26广州控股MTN001A,100.61,1.71,-3.0,1.71,
25国信产融MTN001,100.92,1.704,,1.704,
24浪潮集团PPN001(科创票据),100.55,1.5582,1.05,1.5582,
24星城发展MTN001,100.47,2.5427,,2.5427,
26工商银行CD037,98.5,1.4599,-0.02,1.4599,
26榆林能源MTN003,100.03,,,,
22武汉生态MTN003,102.06,1.5522,-1.56,1.5522,
25株洲城建PPN003,103.36,1.9059,-2.17,1.9059,
26兴业银行CD161,99.29,1.4499,,1.4499,
23四川债35,108.26,1.51,,1.51,
23吉林债13,102.13,1.2955,1.0,1.2955,
25陕建集团MTN002,97.05,,,,
24华夏银行债01,100.49,1.4501,1.0,1.4501,
22洋河MTN001B,100.94,3.2397,5.83,3.2397,
24陕建集团MTN004(科创票据),95.78,8.0,,8.0,
25南电CP008,100.02,1.4499,,1.4499,
25恒廷实业MTN001,101.11,1.62,-2.0,1.62,
26工商银行CD033,98.85,1.4403,1.27,1.4403,
26深燃气SCP001,99.96,1.5,-1.0,1.5,
24天津银行二级资本债01,102.5,2.3891,-0.01,2.3891,
25洛阳城投PPN002,102.46,2.0074,-3.26,2.0074,
24开滦MTN004(科创票据),102.74,,,,
24晋能煤业MTN008,102.29,,,,
25中煤矿山MTN001(科创债),100.59,,,,
26锦江国际MTN002,100.62,2.09,-0.75,2.09,
25杭州银行CD236,98.76,1.3898,2.12,1.3898,
25日照城投MTN002A,101.12,2.0585,,2.0585,
25日照城投MTN002A,101.12,2.0585,,2.0585,
26南电MTN003,100.17,1.7101,1.0,1.7101,
26香格里拉MTN001B(BC),100.74,2.02,1.0,2.02,
22惠民建投MTN002,100.29,1.9101,0.17,1.9101,
24建发集MTN001,102.77,1.9575,-0.25,1.9575,
25中银证券CP004,100.05,1.4701,1.0,1.4701,
25浙商银行CD157,98.41,1.4426,-0.25,1.4426,
24兖矿能源MTN004,100.12,,,,
26冀建交通MTN002,100.05,1.683,-0.2,1.683,
26杭州银行CD051,98.51,1.4676,1.0,1.4676,
16附息国债23,100.27,0.8202,0.03,0.8202,
21张家口银行永续债,100.38,,,,
24安徽债75,100.99,1.3465,0.4,1.3465,
25东兴证券CP007,100.03,1.47,-0.01,1.47,
21川高速MTN007,100.04,1.4805,-1.92,1.4805,
25先正达MTN001A,101.26,1.7331,-3.69,1.7331,
24常城建PPN001,102.8,1.6876,-0.24,1.6876,
26浦发银行CD088,98.52,1.4649,0.49,1.4649,
26工商银行CD161,98.54,1.485,-12.5,1.485,
26宁德时代MTN006A(科创债),99.46,1.6149,0.09,1.6149,
21四川52,117.83,1.6698,1.0,1.6698,
26津城建MTN016,100.52,2.58,-1.0,2.58,
25相城城建MTN001,100.72,1.6,1.0,1.6,
26国开绿债01清发,100.47,1.3,-1.43,1.3,
21江苏29,116.06,1.655,,1.655,
26中建四局MTN002,100.51,1.72,-2.0,1.72,
26陕西债44,100.0,1.76,1.0,1.76,
26苏州高新SCP019,100.01,1.5099,1.22,1.5099,
26杭州联合银行CD077,98.9,1.49,,1.49,
24东莞银行二级资本债01,102.49,2.2619,-0.27,2.2619,
26重庆机场MTN002,99.81,1.75,-0.73,1.75,
26中信银行CD239,98.54,1.485,1.0,1.485,
26鲁能源MTN002(科创债),100.0,,,,
22海江投资MTN002,102.03,1.5511,-1.2,1.5511,
25西安城发MTN001,100.29,1.7234,-1.12,1.7234,
26建发集MTN003,100.14,2.15,1.0,2.15,
26中航租赁MTN001,100.44,1.7016,-1.62,1.7016,
26淮安新城MTN006,100.13,1.6318,-2.53,1.6318,
26华银电力MTN002,100.05,1.64,,1.64,
26信达投资MTN002B,100.42,2.5384,0.01,2.5384,
26苏交通SCP005,100.0,1.4701,1.0,1.4701,
26东北电力SCP004,99.96,1.56,5.01,1.56,
26建行永续债01BC,100.36,,,,
23天津83,102.91,1.2925,-0.42,1.2925,
25淮北建投MTN004,102.97,1.91,1.14,1.91,
26中国银行CD039,99.27,1.455,0.49,1.455,
26皖能股SCP003,100.0,1.4474,0.64,1.4474,
26中粮SCP006,100.0,1.4389,1.01,1.4389,
26睿新ABN003优先,100.0,,,,
24招商银行三农债,100.47,1.4501,0.01,1.4501,
25远东租赁MTN002,100.78,1.59,,1.59,
24泉州银行二级资本债01,102.12,2.2883,-1.58,2.2883,
26赣粤SCP001,100.0,1.4801,-1.0,1.4801,
25浙商证券CP011,100.0,1.4596,,1.4596,
24武清国资MTN002A,100.77,1.58,-1.99,1.58,
25知识城SCP007,100.0,1.4989,1.0,1.4989,
26工商银行CD162,99.27,1.4601,0.27,1.4601,
14国开17,110.36,1.45,0.32,1.45,
24舟山旅游MTN001,101.03,2.1844,,2.1844,
21安徽债54,100.41,0.9201,,0.9201,
21江苏债22,100.24,0.9196,15.94,0.9196,
26红塔证券CP003,100.0,1.4795,2.81,1.4795,
26南航集SCP004,99.94,1.5076,-0.24,1.5076,
26徽商银行CD034,98.49,1.4675,1.0,1.4675,
26兴业证券CP001,100.01,1.4597,0.5,1.4597,
25广东债04,100.66,1.6153,1.0,1.6153,
25华夏银行CD312,98.44,1.4451,0.52,1.4451,
26平安银行CD018,98.89,1.4452,0.78,1.4452,
26新余吉泰PPN002B,99.93,2.415,11.5,2.415,
26建行TLAC非资本债01A(BC),100.05,1.6751,-0.19,1.6751,
24农发清发07,103.55,1.5387,-0.58,1.5387,
26长春轨交MTN001,101.16,,,,
25鲁宏桥GN003(科创债),102.32,2.6338,50.23,2.6338,
26象屿股份MTN001,100.9,,,,
24四川债65,105.08,1.8451,1.0,1.8451,
26江苏38,99.59,1.603,0.12,1.603,
26中国银行CD007,99.29,1.4348,1.0,1.4348,
26邮政SCP004,99.95,1.49,0.99,1.49,
25太重MTN004(科创债),100.8,,,,
20湖南39,105.65,1.3828,-0.75,1.3828,
24赣建工MTN001A,100.47,2.5277,0.44,2.5277,
24宁波通商银行二级资本债01,102.33,2.2682,-0.12,2.2682,
24厦门海翼MTN004(科创票据),100.9,1.6901,-2.99,1.6901,
24湖北银行永续债01,101.87,,,,
24石狮国运MTN001,100.62,1.6061,-1.63,1.6061,
23温州银行永续债01,104.37,,,,
24济南轨交MTN002,102.02,1.685,-2.5,1.685,
26江西交投SCP004,99.97,1.4957,,1.4957,
26银河证券CP006,99.99,1.4799,1.01,1.4799,
25天风证券CP002,100.03,1.5697,3.26,1.5697,
26深圳地铁MTN007B,101.12,2.37,-0.5,2.37,
25潞安MTN006A,100.51,,,,
22云南债27,101.52,0.95,,0.95,
25华电MTN003A,100.75,,,,
25上海债23,100.37,1.645,0.84,1.645,
25中交城投MTN003,100.43,1.6922,-0.56,1.6922,
26兴化城投PPN006,100.03,1.706,-3.4,1.706,
26华电股SCP002,99.96,1.4702,-1.97,1.4702,
26上海银行CD047,98.52,1.4849,0.5,1.4849,
26四川25,103.94,2.23,-0.6,2.23,
25广东债56,104.12,2.0019,1.19,2.0019,
26烟台业达MTN001,101.01,1.9201,-2.69,1.9201,
26鲁能源SCP001,99.99,1.4899,-0.98,1.4899,
26京能源CP002,100.0,1.4999,1.99,1.4999,
23广州高新MTN001,100.48,1.58,,1.58,
26龙岩交通MTN001,100.93,1.8863,-0.37,1.8863,
24锦江国际MTN001,100.47,,,,
23广东债47,114.67,2.03,0.4,2.03,
24宁河西PPN001,101.05,1.56,-0.5,1.56,
26东裕9号ABN001优先A,99.96,,,,
26农业银行CD157,98.53,1.4825,1.0,1.4825,
24福建债36,104.59,1.5953,1.0,1.5953,
23进出口行二级资本债01,102.65,2.6916,1.48,2.6916,
24中交房产MTN001,100.05,2.5589,-0.12,2.5589,
26兴业银行CD154,99.64,1.4399,0.22,1.4399,
24闽漳龙MTN004,101.4,1.7407,-6.46,1.7407,
26海南债14,104.3,2.3025,-2.75,2.3025,
22宁波债29,104.55,1.311,0.22,1.311,
22安徽债55,104.48,1.3,,1.3,
24工行二级资本债02BC,102.15,2.0801,1.0,2.0801,
25大丰海港MTN001,102.67,2.02,-5.7,2.02,
24乌城投MTN005,101.38,1.68,-2.0,1.68,
24安徽债72,103.79,1.615,0.03,1.615,
21建设银行二级04,109.72,2.6928,-1.08,2.6928,
26电网SCP018,99.97,1.52,-0.98,1.52,
23云南债13,105.05,1.375,,1.375,
20浙江债10,114.07,1.6075,0.75,1.6075,
20浙江债10,114.07,1.6075,0.75,1.6075,
25奔驰财务MTN001BC,100.38,1.61,-3.5,1.61,
26湖北债23,103.67,2.21,1.0,2.21,
25国开13,100.12,1.42,1.0,1.42,
25江苏债42,101.51,1.455,-0.25,1.455,
24汇金MTN004,100.45,1.4999,-0.01,1.4999,
26广东南粤银行CD087,98.95,1.348,-0.19,1.348,
23汇金MTN006B,102.69,1.59,-0.5,1.59,
26江苏债17,100.63,1.5779,1.0,1.5779,
24晋能煤业MTN013,101.09,1.585,-0.5,1.585,
22陕西债65,114.91,2.0225,0.1,2.0225,
26杭州银行CD067,99.28,1.4399,,1.4399,
25深燃气SCP004(科创债),100.0,1.4614,1.17,1.4614,
24福建债25,105.24,1.8222,-0.75,1.8222,
25中信银行CD338,98.37,1.4501,1.01,1.4501,
26渝惠通CP001,100.03,1.55,,1.55,
18附息国债27,104.87,1.0025,1.0,1.0025,
26浙江债41,100.01,1.4873,0.05,1.4873,
23泰交通MTN002,100.21,1.58,,1.58,
24中铝集MTN004,102.61,1.98,-5.0,1.98,
26农业银行CD040,98.01,2.4533,-0.2,2.4533,
26宁波银行CD181,98.04,2.2085,-0.14,2.2085,
25浙交投MTN004,100.29,1.6,-1.0,1.6,
26渤海银行CD313,98.9,1.485,1.0,1.485,
24山东债18,104.36,1.407,,1.407,
26渝高速MTN002,100.09,1.77,1.0,1.77,
26国开清发09,99.97,1.665,-0.5,1.665,
26建设银行CD064,98.9,1.4501,1.0,1.4501,
25安徽债69,101.43,1.8919,1.0,1.8919,
25华能MTN002,100.34,1.555,-1.75,1.555,
23附息国债15,102.21,1.18,0.5,1.18,
26光大银行CD042,98.55,1.4775,1.0,1.4775,
26河北债21,102.03,1.768,0.3,1.768,
26福建债12,100.06,1.6,2.05,1.6,
26湖南32,99.82,1.77,0.4,1.77,
24国开清发01,104.55,1.5425,1.0,1.5425,
26泸州窖MTN002,99.89,1.6,-1.5,1.6,
26山东债66,101.31,2.0468,-0.12,2.0468,
26安徽债36,101.64,2.0405,0.3,2.0405,
26沪港务MTN002,100.15,1.6325,-0.25,1.6325,
25北京银行CD168,98.36,1.4397,-0.05,1.4397,
23光大水务MTN001,100.51,1.6,-2.0,1.6,
26河北债19,101.76,1.7679,0.04,1.7679,
26河北债05,101.92,1.7676,,1.7676,
25广发银行CD304,98.79,1.3884,-1.14,1.3884,
25电网MTN001,100.42,1.6268,0.01,1.6268,
25广东债49,100.9,2.2775,0.95,2.2775,
25建行科创债01A(BC),100.28,1.4833,-0.6,1.4833,
25兴业银行科创债01,100.27,1.4904,-0.61,1.4904,
25工行科创债01BC,100.26,1.4916,1.22,1.4916,
25国开科创01清发,99.9,1.4093,-0.61,1.4093,
25国航MTN007,100.23,1.605,0.5,1.605,
21附息国债03,145.33,2.1675,-1.25,2.1675,
23进出07,104.89,1.5087,-1.13,1.5087,
24广东债79,103.83,1.59,0.13,1.59,
